"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"nome_key";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"Nome.candidato";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000058361;"ALCIDES DIAS LIMA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";"N";"ALCIDES DIAS LIMA";7000;694;"SUPLENTE";NA;NA;NA;NA
250000005810;"NAOMY SCHOLLING";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";"NAOMY SCHOLLING";406634,25;1557;"SUPLENTE";"NAOMY SCHOLLING";12259,5;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000019157;"THAIS HELENA COSTA";"#NULO#";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"THAIS HELENA COSTA";1095429,98;1379;"SUPLENTE";"THAIS HELENA COSTA";11328;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000015100;"TEREZA MIGUEL MENEGUIM";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MÚSICO";"APTO";"N";"TEREZA MIGUEL MENEGUIM";223000;317;"NÃO ELEITO";"TEREZA MIGUEL MENEGUIM";1700;"Outros Recursos";"Recursos de pessoas físicas"
250000038331;"FLAVIO CERINO";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"FLAVIO CERINO";98000;173;"NÃO ELEITO";"FLAVIO CERINO";3239,53;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000040596;"ANA MARIA CAMPOS DA TRINDADE";"#NULO#";"SD";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"ANA MARIA CAMPOS DA TRINDADE";NA;816;"NÃO ELEITO";"ANA MARIA CAMPOS DA TRINDADE";11512,99;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas"
250000040583;"MARCOS ROBERTO DE BRITO";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"MARCOS ROBERTO DE BRITO";NA;62;"NÃO ELEITO";NA;NA;NA;NA
250000014866;"EDNALDO BISPO DA CRUZ";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"EDNALDO BISPO DA CRUZ";13000;198;"SUPLENTE";NA;NA;NA;NA
250000004986;"PATRICIA GAMA DE QUADROS BEZERRA";"#NULO#";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PSICÓLOGO";"APTO";"S";"PATRICIA GAMA DE QUADROS BEZERRA";349199,73;45285;"ELEITO POR QP";"PATRICIA GAMA DE QUADROS BEZERRA";373262,04;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000005809;"FERNANDO DE ALMEIDA GALDINO";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ANALISTA DE SISTEMAS";"APTO";"N";"FERNANDO DE ALMEIDA GALDINO";242374,53;182;"SUPLENTE";"FERNANDO DE ALMEIDA GALDINO";2500,39;"Outros Recursos";"Recursos de origens não identificadas, Recursos próprios"
250000019158;"MARIA TERESA DA SILVA LATTARI";"#NULO#";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";"MARIA TERESA DA SILVA LATTARI";NA;145;"SUPLENTE";NA;NA;NA;NA
250000019180;"ANTONIO WILSON LUCENA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"ANTONIO WILSON LUCENA";411125,62;380;"SUPLENTE";NA;NA;NA;NA
250000058349;"DORA MARIA MACHADO";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";"DORA MARIA MACHADO";NA;116;"SUPLENTE";NA;NA;NA;NA
250000019151;"LUIS ANTONIO FERREIRA MARCOS";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"LUIS ANTONIO FERREIRA MARCOS";868775;626;"SUPLENTE";NA;NA;NA;NA
250000005790;"ROSANA SANTAROSA";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";"ROSANA SANTAROSA";775803,94;1371;"SUPLENTE";"ROSANA SANTAROSA";8626,38;"Outros Recursos";"Recursos de origens não identificadas, Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000008371;"EDVALDO JONAS DA SILVA";"#NULO#";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";"EDVALDO JONAS DA SILVA";18000;1170;"SUPLENTE";NA;NA;NA;NA
250000005017;"VANESSA ORSINI";"#NULO#";"PSDB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"FOTÓGRAFO E ASSEMELHADOS";"APTO";"N";"VANESSA ORSINI";NA;385;"SUPLENTE";NA;NA;NA;NA
250000058399;"NOEMIA VIEIRA FONSECA";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"NOEMIA VIEIRA FONSECA";185000;970;"SUPLENTE";"NOEMIA VIEIRA FONSECA";142,2;"Outros Recursos";"Recursos de outros candidatos"
250000027337;"ISMAEL BELO DA SILVA";"#NULO#";"PT do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"ISMAEL BELO DA SILVA";NA;127;"NÃO ELEITO";NA;NA;NA;NA
250000006193;"KELLY GUILHERME ANDRADE TAVARES";"#NULO#";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"KELLY GUILHERME ANDRADE TAVARES";NA;15;"NÃO ELEITO";NA;NA;NA;NA
250000011696;"MARIA DO CARMO SILVA";"#NULO#";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"MARIA DO CARMO SILVA";NA;70;"SUPLENTE";NA;NA;NA;NA
250000058355;"MARIA OLIVIA TRINDADE";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";"MARIA OLIVIA TRINDADE";NA;385;"SUPLENTE";NA;NA;NA;NA
250000022126;"ROBSON GUTEMBERG RIBEIRO DA SILVA";"#NULO#";"PR";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";"ROBSON GUTEMBERG RIBEIRO DA SILVA";403000;612;"SUPLENTE";NA;NA;NA;NA
250000006145;"RAIMUNDO FERREIRA BARROS";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"RAIMUNDO FERREIRA BARROS";20000;751;"NÃO ELEITO";NA;NA;NA;NA
250000062812;"ROGERIO LANZOTI JUNIOR";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"ROGERIO LANZOTI JUNIOR";364353;665;"NÃO ELEITO";NA;NA;NA;NA
250000050205;"MARIA APARECIDA DA SILVA DOS SANTOS";"#NULO#";"PSL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"MARIA APARECIDA DA SILVA DOS SANTOS";8000;720;"NÃO ELEITO";NA;NA;NA;NA
250000013971;"YURI GAMA COSTA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"YURI GAMA COSTA";45000;684;"NÃO ELEITO";NA;NA;NA;NA
250000008312;"EDILAINE PIRES";"#NULO#";"PRB";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"EDILAINE PIRES";469407,73;3921;"SUPLENTE";"EDILAINE PIRES";9730;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000044428;"EDINALDO ALENCAR DE FRANÇA";"#NULO#";"PPL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";"N";"EDINALDO ALENCAR DE FRANÇA";2100;279;"NÃO ELEITO";NA;NA;NA;NA
250000008363;"LUIZ CARLOS DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"LUIZ CARLOS DA SILVA";156484,76;1168;"SUPLENTE";"LUIZ CARLOS DA SILVA";12770,11;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000020849;"PAOLA ROSA ESTEVAO";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";"PAOLA ROSA ESTEVAO";NA;487;"SUPLENTE";"PAOLA ROSA ESTEVAO";11000;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000022115;"DARCIO DE OLIVEIRA";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADVOGADO";"APTO";"N";"DARCIO DE OLIVEIRA";1030;204;"SUPLENTE";"DARCIO DE OLIVEIRA";17259,91;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de outros candidatos, Recursos de pessoas físicas"
250000038332;"ISMAEL VICENTE DA SILVA";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";"ISMAEL VICENTE DA SILVA";NA;72;"NÃO ELEITO";NA;NA;NA;NA
250000062793;"CARLOS CEZAR COUTINHO";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"CARLOS CEZAR COUTINHO";45000;1082;"NÃO ELEITO";NA;NA;NA;NA
250000005802;"JOANNA CAROLINA GUARITA DOUAT";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";"JOANNA CAROLINA GUARITA DOUAT";498633,31;5541;"SUPLENTE";"JOANNA CAROLINA GUARITA DOUAT";31800;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000058382;"REGINA DOS SANTOS MENDES";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";"REGINA DOS SANTOS MENDES";NA;244;"SUPLENTE";NA;NA;NA;NA
250000020808;"NOER PEREIRA DE MATOS";"#NULO#";"PMDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"NOER PEREIRA DE MATOS";21000;878;"SUPLENTE";"NOER PEREIRA DE MATOS";350;"Outros Recursos";"Recursos próprios"
250000040571;"DANIEL FLORENTINO DA SILVA";"#NULO#";"SD";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";"DANIEL FLORENTINO DA SILVA";26150;473;"NÃO ELEITO";NA;NA;NA;NA
250000040556;"GERALDO RODRIGUES DE SOUZA";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";"N";"GERALDO RODRIGUES DE SOUZA";NA;99;"NÃO ELEITO";NA;NA;NA;NA
250000040577;"MARCIA CARDOSO PINTO";"#NULO#";"SD";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";"MARCIA CARDOSO PINTO";17412,64;82;"NÃO ELEITO";NA;NA;NA;NA
250000014886;"VALDEMI CAVALCANTE TEIXEIRA";"#NULO#";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";"APTO";"N";"VALDEMI CAVALCANTE TEIXEIRA";44500;143;"SUPLENTE";NA;NA;NA;NA
250000005787;"JULIO SERGIO CAMUCE LOPES";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";"JULIO SERGIO CAMUCE LOPES";2425658,37;5482;"SUPLENTE";"JULIO SERGIO CAMUCE LOPES";142950,82;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000008354;"KLEBER DE ARAUJO BRUNO";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";"KLEBER DE ARAUJO BRUNO";NA;452;"SUPLENTE";NA;NA;NA;NA
250000058397;"NIVALDO DA SILVA";"#NULO#";"PTN";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";"NIVALDO DA SILVA";NA;454;"SUPLENTE";NA;NA;NA;NA
250000010862;"CARLOS ALBERTO DE OLIVEIRA SANTOS";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"CONTADOR";"APTO";"N";"CARLOS ALBERTO DE OLIVEIRA SANTOS";489300;3931;"SUPLENTE";"CARLOS ALBERTO DE OLIVEIRA SANTOS";4510,06;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000010894;"SIDNEI ROBERTSON CAMPERO";"#NULO#";"PHS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";"SIDNEI ROBERTSON CAMPERO";69039,61;1443;"SUPLENTE";NA;NA;NA;NA
250000019196;"LUCIMAR FREIRE DE ALMEIDA SILVA";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";"APTO";"N";"LUCIMAR FREIRE DE ALMEIDA SILVA";354987,55;305;"SUPLENTE";NA;NA;NA;NA
250000038413;"ODAIR VIEIRA DE SÁ";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"COMERCIANTE";"APTO";"N";"ODAIR VIEIRA DE SÁ";NA;174;"NÃO ELEITO";NA;NA;NA;NA
250000022083;"HUGO DO NASCIMENTO";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"HUGO DO NASCIMENTO";530,63;279;"SUPLENTE";"HUGO DO NASCIMENTO";21727,27;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000014883;"SIDNEY LUIZ DA CRUZ";"#NULO#";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"SIDNEY LUIZ DA CRUZ";1293200;11083;"SUPLENTE";"SIDNEY LUIZ DA CRUZ";71043,95;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000093408;"ANTONIO CICERO SANTOS CELESTINO";"#NULO#";"PPL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"ANTONIO CICERO SANTOS CELESTINO";NA;499;"NÃO ELEITO";"ANTONIO CICERO SANTOS CELESTINO";11600;"Outros Recursos";"Recursos de pessoas físicas"
250000005823;"GREICE NAOMI YAMAGUCHI";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"GREICE NAOMI YAMAGUCHI";12501;2118;"SUPLENTE";"GREICE NAOMI YAMAGUCHI";7850;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000058352;"SAMANTHA CONSTANZA";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PSICÓLOGO";"APTO";"N";"SAMANTHA CONSTANZA";NA;1416;"SUPLENTE";NA;NA;NA;NA
250000008349;"JOSE DE ARIMATEIA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"JOSE DE ARIMATEIA SILVA";88220;819;"SUPLENTE";NA;NA;NA;NA
250000008372;"JOSE DELFINO RODRIGUES DA COSTA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"CANTOR E COMPOSITOR";"APTO";"N";"JOSE DELFINO RODRIGUES DA COSTA";40000;340;"SUPLENTE";"JOSE DELFINO RODRIGUES DA COSTA";400;"Outros Recursos";"Recursos próprios"
250000038370;"RICARDO LOURENÇO DO CARMO";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";"N";"RICARDO LOURENÇO DO CARMO";392732,1;743;"NÃO ELEITO";"RICARDO LOURENÇO DO CARMO";13463,88;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000038377;"VANDERLINO BATISTA MACHADO";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"VANDERLINO BATISTA MACHADO";255000;315;"NÃO ELEITO";"VANDERLINO BATISTA MACHADO";6048,8;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000015110;"MARINA MEDEIROS HELOU";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";"MARINA MEDEIROS HELOU";1498680,22;16212;"NÃO ELEITO";"MARINA MEDEIROS HELOU";131587,2;"Outros Recursos";"Recursos de pessoas físicas"
250000050190;"LUIZ CARLOS DA SILVA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";"N";"LUIZ CARLOS DA SILVA";NA;837;"NÃO ELEITO";"LUIZ CARLOS DA SILVA";12770,11;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000019183;"VALERIANA RODRIGUES RAMOS";"#NULO#";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"VALERIANA RODRIGUES RAMOS";NA;135;"SUPLENTE";NA;NA;NA;NA
250000050162;"MARCOS ROBERTO SEIJO DA SILVA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"MARCOS ROBERTO SEIJO DA SILVA";131274;2081;"NÃO ELEITO";"MARCOS ROBERTO SEIJO DA SILVA";1938,41;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político"
250000010839;"DIRCE TERRIANO";"#NULO#";"PPS";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"VIÚVO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"DIRCE TERRIANO";NA;102;"SUPLENTE";NA;NA;NA;NA
250000058375;"EURICO GONÇALVES FILHO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";"EURICO GONÇALVES FILHO";NA;322;"SUPLENTE";"EURICO GONÇALVES FILHO";142,2;"Outros Recursos";"Recursos de outros candidatos"
250000010841;"HILDA MARIA AZEVEDO ALVES";"#NULO#";"PPS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"APTO";"N";"HILDA MARIA AZEVEDO ALVES";NA;402;"SUPLENTE";NA;NA;NA;NA
250000022084;"JAIR JOSÉ TATTO";"#NULO#";"PT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";"JAIR JOSÉ TATTO";413343,24;30989;"ELEITO POR QP";"JAIR JOSÉ TATTO";198295,99;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000006163;"MIRIAM APARECIDA DA SILVA ILESANMI";"#NULO#";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";"MIRIAM APARECIDA DA SILVA ILESANMI";NA;206;"NÃO ELEITO";"MIRIAM APARECIDA DA SILVA ILESANMI";766,67;"Outros Recursos";"Recursos de partido político"
250000011663;"MARCEL ARISTIDES FERRADA SILVA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";"MARCEL ARISTIDES FERRADA SILVA";173495,21;779;"SUPLENTE";NA;NA;NA;NA
250000058411;"EVANIR DA SILVA CARVALHO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";"N";"EVANIR DA SILVA CARVALHO";NA;484;"SUPLENTE";NA;NA;NA;NA
250000058404;"REGINALDO JESUS CORNETA";"#NULO#";"PTN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"REGINALDO JESUS CORNETA";45005,04;714;"SUPLENTE";"REGINALDO JESUS CORNETA";663,3;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos próprios"
250000022073;"ALESSANDRO GUEDES DOS SANTOS";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";"ALESSANDRO GUEDES DOS SANTOS";184000;26780;"ELEITO POR QP";"ALESSANDRO GUEDES DOS SANTOS";248417,27;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000013954;"RENNE VIEIRA DE CARVALHO";"#NULO#";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"RENNE VIEIRA DE CARVALHO";NA;137;"NÃO ELEITO";NA;NA;NA;NA
250000027289;"PAULO PRADO LEITE";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";"N";"PAULO PRADO LEITE";NA;1207;"NÃO ELEITO";NA;NA;NA;NA
250000022100;"SENIVAL PEREIRA DE MOURA";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";"S";"SENIVAL PEREIRA DE MOURA";2089023,81;45320;"ELEITO POR QP";"SENIVAL PEREIRA DE MOURA";314777,34;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Rendimentos de aplicações financeiras, Recursos próprios"
250000006156;"LUIS TADEU EUGENIO";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";"LUIS TADEU EUGENIO";28000,01;1827;"NÃO ELEITO";"LUIS TADEU EUGENIO";18910,77;"Fundo Partidario, Outros Recursos";"Recursos de partido político"
250000010866;"PAULO CARDOSO FILHO";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";"PAULO CARDOSO FILHO";53000;194;"SUPLENTE";NA;NA;NA;NA
250000010892;"WALDIR FRANCISCO LIMA";"#NULO#";"PHS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"WALDIR FRANCISCO LIMA";79041,7;7909;"SUPLENTE";"WALDIR FRANCISCO LIMA";95880;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000022130;"EDSON CARDOSO DOS SANTOS";"#NULO#";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADMINISTRADOR";"APTO";"N";"EDSON CARDOSO DOS SANTOS";1297131,11;1375;"SUPLENTE";"EDSON CARDOSO DOS SANTOS";43915,91;"Outros Recursos";"Recursos de partido político, Recursos próprios"
250000011647;"MIGUEL OTAVIO FERREIRA PAIVA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"MIGUEL OTAVIO FERREIRA PAIVA";NA;567;"SUPLENTE";NA;NA;NA;NA
250000058356;"MANOEL SANTANA PAULO";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"MANOEL SANTANA PAULO";NA;778;"SUPLENTE";NA;NA;NA;NA
