"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000006171;"ALCIDES AMAZONAS ARAUJO DOS SANTOS";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";423211,21;"NÃO ELEITO";8471;327218,6;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político, Recursos de origens não identificadas, Recursos próprios"
250000015109;"FRANCISCO VINICIUS ESTEVES DE OLIVEIRA";"#NULO#";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";4976,03;"NÃO ELEITO";719;1000;"Outros Recursos";"Recursos próprios"
250000027264;"PATRICIA ARRUDA APOLINÁRIO";"#NULO#";"PRP";"FEMININO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"DONA DE CASA";"APTO";"N";NA;"NÃO ELEITO";95;NA;NA;NA
250000004995;"MARCUS VINICIUS DE ALMEIDA FERREIRA";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"VIÚVO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"S";524297,23;"SUPLENTE";21673;202656,4;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos de pessoas físicas"
250000006177;"CARLOS EDUARDO CAIRO GUIMARÃES";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";1304;20569,52;"Outros Recursos";"Recursos de origens não identificadas, Recursos de pessoas físicas, Doações pela Internet, Recursos de partido político"
250000006173;"CINTIA MARA GONÇALVES MUNIZ";"#NULO#";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"MANICURE E MAQUILADOR";"APTO";"N";NA;"NÃO ELEITO";139;NA;NA;NA
250000005793;"JULIO CESAR MARTINS CASARIN";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";113287,45;"SUPLENTE";1544;27474,9;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000014860;"MARIA DE FÁTIMA ALVES BATISTA";"#NULO#";"PSOL";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"GERENTE";"APTO";"N";NA;"SUPLENTE";186;NA;NA;NA
250000008304;"VERA NILZA DIAS";"#NULO#";"PRB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"COMERCIANTE";"APTO";"N";NA;"SUPLENTE";130;NA;NA;NA
250000038334;"LINDBERG CLEMENTE DE MORAIS";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";50100;"NÃO ELEITO";1602;NA;NA;NA
250000050178;"RONALDO ERNI KLASSMANN";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"NÃO ELEITO";1275;1000;"Outros Recursos";"Recursos próprios"
250000010898;"HAIFA KALIL";"#NULO#";"PHS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"MÉDICO";"APTO";"N";182084,11;"SUPLENTE";1487;NA;NA;NA
250000022106;"NABIL GEORGES BONDUKI";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ARQUITETO";"APTO";"S";1394803,91;"SUPLENTE";23269;313698,56;"Outros Recursos";"Recursos próprios, Doações pela Internet, Recursos de pessoas físicas, Recursos de partido político"
250000011008;"LEVI GONÇALO CAVALINI";"#NULO#";"PP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";40000;"SUPLENTE";965;NA;NA;NA
250000014854;"ISADORA MARTINATTI PENNA";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";12439;12427,67;"Outros Recursos";"Recursos de pessoas físicas"
250000008321;"EDSON COQUEIRO FILHO";"#NULO#";"PRB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";121040;"SUPLENTE";5732;14542;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000008326;"IDÊ DE FARIA SANTOS MANSUR";"#NULO#";"PRB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";355000;"SUPLENTE";278;NA;NA;NA
250000038359;"VERA LUCIA MARIA GOMES";"#NULO#";"PSDC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"NÃO ELEITO";80;NA;NA;NA
250000011027;"SANDRA REGINA CARBONE TADEU MUDALEN";"#NULO#";"DEM";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";2839012,68;"ELEITO POR QP";34182;660325;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000027306;"MOISES FERREIRA DA SILVA";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";50000;"NÃO ELEITO";485;NA;NA;NA
250000005817;"LEO VINICIUS PIRES DE LIMA";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";1229326,47;"SUPLENTE";2738;20675;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000058412;"FRANCISCO NELIM LUCAS";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"SUPLENTE";277;NA;NA;NA
250000044421;"RENATO DOS SANTOS NASCIMENTO";"#NULO#";"PPL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";8000;"NÃO ELEITO";1137;230;"Outros Recursos";"Recursos próprios"
250000027333;"ARMANDO HUSSEIN SALEH";"#NULO#";"PT do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";184365,04;"NÃO ELEITO";1103;NA;NA;NA
250000027290;"JOABE ALMEIDA DOS SANTOS";"#NULO#";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";NA;"NÃO ELEITO";536;NA;NA;NA
250000040555;"GILBERTO PEREIRA DA COSTA";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL CIVIL";"APTO";"N";1080000;"NÃO ELEITO";2523;19192,08;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas"
250000006203;"THIAGO DE ALMEIDA VILASBOA";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";244;5454,84;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000008338;"GETULIO FERNANDES DOS SANTOS";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PRETA";"OUTROS";"APTO";"N";688000;"SUPLENTE";1328;NA;NA;NA
250000058372;"DINACI FERREIRA OLEAN";"#NULO#";"PTN";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";290;NA;NA;NA
250000020784;"ADRIANA VALERIA SILVA LOSSANI";"#NULO#";"PMDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";80000;"SUPLENTE";143;NA;NA;NA
250000022075;"ANTONIO DONATO MADORMO";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";1111897,16;"ELEITO POR QP";32592;821004,14;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000011629;"ULISSES MACIEL PEIXOTO MENDONÇA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";974;NA;NA;NA
250000093311;"ANISIO VICENTE MARCONDES";"#NULO#";"PRP";"MASCULINO";"LÊ E ESCREVE";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";246;NA;NA;NA
250000062814;"RUBENS PEREIRA DE BRITO";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";357000;"NÃO ELEITO";1390;4398;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000027324;"MARILIA DO NASCIMENTO MARTINS PEREIRA";"#NULO#";"PTC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENFERMEIRO";"APTO";"N";NA;"NÃO ELEITO";935;NA;NA;NA
250000020813;"RICARDO LUIS REIS NUNES";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";"S";4505337,23;"ELEITO POR QP";54692;738606,86;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos próprios"
250000027275;"ANDREA LETICIA DE SOUZA BARROS";"#NULO#";"PRP";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";NA;"NÃO ELEITO";80;NA;NA;NA
250000013933;"CARLOS ALBERTO CLARO DE ALMEIDA";"#NULO#";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";59;NA;NA;NA
250000050175;"MARINALVA DE SOUZA";"#NULO#";"PSL";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"GERENTE";"APTO";"N";NA;"NÃO ELEITO";95;NA;NA;NA
250000050151;"FERNANDA LOPES ANDRADE";"#NULO#";"PSL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";NA;"NÃO ELEITO";518;NA;NA;NA
250000062825;"MOZART ABAETE PERUIBE RUSSOMANNO";"#NULO#";"PATRIOTA";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";4349;10000;"Outros Recursos";"Recursos de pessoas físicas"
250000024580;"LEANDRO JOSÉ DE SOUZA DUQUE";"#NULO#";"PSTU";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";14000;"NÃO ELEITO";88;NA;NA;NA
250000050160;"FABIO DE VASCONCELLOS MENNA";"#NULO#";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";215245;"NÃO ELEITO";1015;10540,66;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de partido político"
250000050176;"RODRIGO REY RODRIGUEZ";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"PROGRAMADOR DE COMPUTADOR";"APTO";"N";1000;"NÃO ELEITO";153;5779,01;"Fundo Partidario";"Recursos de partido político"
250000006149;"ILDSLAINE MONICA DA SILVA";"#NULO#";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";"N";NA;"NÃO ELEITO";1366;13793,77;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000027316;"JOAO ONOFRE DE SOUZA NETO";"#NULO#";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";261000;"NÃO ELEITO";415;NA;NA;NA
250000019147;"JOACIR SAVAZI DA SILVA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"AGRICULTOR";"APTO";"N";879198,09;"SUPLENTE";1687;18300;"Outros Recursos";"Recursos próprios"
250000019184;"CLAUDIO ROGERIO FIRMINO";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";"N";1e+05;"SUPLENTE";898;NA;NA;NA
250000093900;"IVONEIDE COELHO GOMES MOREIRA";"#NULO#";"PPL";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";136;NA;NA;NA
250000005818;"LUIZ VICENTE VICENTIN AGUILAR";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";1753348,38;"SUPLENTE";1365;15700;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000027288;"UZIEL FERREIRA DO NASCIMENTO";"#NULO#";"PRP";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"TRABALHADOR DE CONSTRUÇÃO CIVIL";"APTO";"N";31000;"NÃO ELEITO";602;294;"Outros Recursos";"Recursos próprios"
250000004980;"ALBERTO ALVES COUTINHO";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";25001,13;"SUPLENTE";1984;5284,4;"Outros Recursos";"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos próprios"
250000058364;"ANA LUCIA GERALDO DE SANTANA";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";NA;"SUPLENTE";454;142,2;"Outros Recursos";"Recursos de outros candidatos"
250000006169;"ODENILDO SOARES BRAGA";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"PARDA";"VIGILANTE";"APTO";"N";NA;"NÃO ELEITO";156;5436,45;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000011019;"HUMBERTO YUDI WATANABE";"#NULO#";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"EMPRESÁRIO";"APTO";"N";123052,61;"SUPLENTE";9336;52791,8;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de partido político"
250000005008;"JOSÉ LEONARDO DE MOURA COUTINHO FILHO";"#NULO#";"PSDB";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";NA;"SUPLENTE";6044;163718,42;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Doações pela Internet, Recursos de pessoas físicas, Recursos de partido político"
250000010888;"MARCELO MORENO";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";20,59;"SUPLENTE";1217;8700;"Outros Recursos";"Recursos de pessoas físicas"
250000044426;"MARIA APARECIDA DE SOUSA";"#NULO#";"PPL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";91;200;"Outros Recursos";"Recursos próprios"
250000038353;"SONIA CRISTINA DOS SANTOS CIPRIANO";"#NULO#";"PSDC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PRETA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";105;NA;NA;NA
250000005785;"ELANIR SILVA DOS SANTOS";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ECONOMISTA";"APTO";"N";55061,4;"SUPLENTE";995;2320,73;"Outros Recursos";"Recursos de origens não identificadas, Recursos próprios, Recursos de pessoas físicas"
250000008302;"ROBERTO VITOR DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OPERADOR DE EQUIPAMENTO DE RÁDIO, TELEVISÃO, SOM E CINEMA";"APTO";"N";NA;"SUPLENTE";1305;NA;NA;NA
250000006201;"RONALDO CRUZ DA SILVA";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";"N";NA;"NÃO ELEITO";125;4647,48;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000005010;"LUCAS HIDEO NAMASU";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";"N";26896,23;"SUPLENTE";1265;NA;NA;NA
250000038401;"IZAUL PEREIRA DE AGUIAR";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"REPRESENTANTE COMERCIAL";"APTO";"N";27000;"NÃO ELEITO";324;4625,12;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político"
250000011657;"RONALDO GONÇALVES DA SILVA";"#NULO#";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";NA;"SUPLENTE";297;NA;NA;NA
250000011000;"PATRICIA ELISUA DE OLIVEIRA FERREIRA FERNANDES";"#NULO#";"PSB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";NA;"SUPLENTE";1245;NA;NA;NA
250000011026;"SALVADOR SERRATO";"#NULO#";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";430000;"SUPLENTE";584;3594,8;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000058384;"RICARDO MARTINS PEREIRA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";29000;"SUPLENTE";1915;1351,17;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000040553;"INALDO JOSÉ RAIMUNDO";"#NULO#";"SD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";10000;"NÃO ELEITO";178;NA;NA;NA
250000006185;"FENELON GONÇALVES DA COSTA";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"NÃO ELEITO";238;5436,45;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000010864;"CARLOS ALBERTO DE JESUS ANTUNES RAMOS";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";1770000;"SUPLENTE";865;NA;NA;NA
250000006179;"DENIS VEIGA JUNIOR";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADVOGADO";"APTO";"N";48557,68;"NÃO ELEITO";1053;4843,67;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos de pessoas físicas"
250000038379;"WALTER DOMARASCKI";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";"N";245286,18;"NÃO ELEITO";250;10878,8;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000027279;"LUIZ CARLOS MODUGNO";"#NULO#";"PRP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";NA;"NÃO ELEITO";1623;NA;NA;NA
250000008331;"SONIA MARIA ALVES PEREIRA LIMA";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";1047280,13;"SUPLENTE";80;8587,5;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000058407;"SHINSHO TAKARA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"ENGENHEIRO";"APTO";"N";69801,22;"SUPLENTE";605;3013,3;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de outros candidatos"
250000027310;"EDSON TEIXEIRA";"#NULO#";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";48000;"NÃO ELEITO";216;NA;NA;NA
250000027341;"ROSA GOMES DA FONSECA RIBEIRO";"#NULO#";"PT do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";"N";NA;"NÃO ELEITO";66;NA;NA;NA
250000006166;"FERNANDO ANTONIO ALVES DE SOUZA";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";93065,96;"NÃO ELEITO";665;6331,45;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000077186;"NATALIA BRAGA COSTA PIMENTA";"#NULO#";"PCO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"TRADUTOR, INTÉRPRETE E FILÓLOGO";"APTO";"N";NA;"NÃO ELEITO";77;NA;NA;NA
250000040612;"OSVALDO NUNES PEREIRA";"#NULO#";"SD";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";290000;"NÃO ELEITO";346;280;"Outros Recursos";"Recursos próprios"
250000008333;"VALDINEIA MEIRA MOTA";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";17000;"SUPLENTE";3271;18744,47;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000008330;"RICARDO ELIAS IRALLA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";"N";90000;"SUPLENTE";949;5195,01;"Fundo Partidario";"Recursos de partido político"
250000050158;"EDINORA MARIA DO NASCIMENTO JESUS";"#NULO#";"PSL";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ENFERMEIRO";"APTO";"N";294000;"NÃO ELEITO";1354;NA;NA;NA
250000058376;"ITAMAR VENANCIO DAS NEVES";"#NULO#";"PTN";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"INDÍGENA";"AGENTE DE SAÚDE E SANITARISTA";"APTO";"N";NA;"SUPLENTE";321;NA;NA;NA
250000058406;"ROSIMERY SANTANA ROSA";"#NULO#";"PTN";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";NA;"SUPLENTE";293;NA;NA;NA
250000027336;"GILVAN RIBEIRO XAVIER";"#NULO#";"PT do B";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";"N";NA;"NÃO ELEITO";163;NA;NA;NA
250000019172;"HÉLIO TERUO TAKATA";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"EMPRESÁRIO";"APTO";"N";1568276,62;"SUPLENTE";2358;5000;"Outros Recursos";"Recursos próprios"
250000038367;"RAFAEL ANGELO ABUD";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";42000;"NÃO ELEITO";181;2366,98;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000015102;"RENATA VIEIRA SILVA E SOUSA";"#NULO#";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";480837,05;"NÃO ELEITO";315;200;"Outros Recursos";"Recursos próprios"
250000015105;"MARCIO FERREIRA DE ARAUJO JUNIOR";"#NULO#";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"CIENTISTA POLÍTICO";"APTO";"N";NA;"NÃO ELEITO";2140;18299,98;"Outros Recursos";"Recursos de pessoas físicas"
250000038326;"EDUARDO TSUNEO SAITO";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"POLICIAL CIVIL";"APTO";"N";369801,18;"NÃO ELEITO";562;5261,12;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000038415;"ANDERSON DOS SANTOS";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";"N";130000;"NÃO ELEITO";397;NA;NA;NA
